company_id,company_name,ald_sector,ald_business_unit,ald_location,activity_unit,Equity Ownership 2022,Equity Ownership 2023,Equity Ownership 2024,Equity Ownership 2025,Equity Ownership 2026
66,company-66,Shipping,Passenger,CX,tCO2,NA,97166,230149,28796,65362
66,company-66,Power,HydroCap,ZA,tCO2e,NA,NA,79927,NA,44165
67,company-67,Power,CoalCap,JO,tCO2e,40518,24917,80163,12365,142175
67,company-67,Power,CoalCap,ZA,tCO2e,104670,58850,43294,NA,62824
67,company-67,Power,CoalCap,LK,tCO2e,22957,61530,125308,51109,108506
67,company-67,Power,CoalCap,FJ,tCO2e,70171,313263,39432,NA,47071
67,company-67,Power,CoalCap,CX,tCO2e,NA,146604,75174,35826,NA
67,company-67,Steel,Basic Oxygen Furnace,CX,tCO2e,122169,45731,NA,300497,57210
67,company-67,Steel,Basic Oxygen Furnace,FJ,tCO2e,47636,160946,NA,102285,12602
67,company-67,Steel,Basic Oxygen Furnace,JO,tCO2e,NA,NA,129728,422840,NA
67,company-67,Steel,Basic Oxygen Furnace,ZA,tCO2e,NA,5348,9997,106452,208939
67,company-67,Cement,Integrated facility,LK,tCO2e,422264,399230,142127,NA,124426
67,company-67,Cement,Integrated facility,FJ,tCO2e,341013,96967,29955,53738,41542
67,company-67,Cement,Integrated facility,DE,tCO2e,72180,59939,58625,146916,NA
67,company-67,Cement,Integrated facility,JO,tCO2e,NA,121119,83478,138641,140644
68,company-68,Power,OilCap,DE,tCO2e,78424,424595,166231,207116,236040
68,company-68,Power,OilCap,ZA,tCO2e,NA,180888,101574,NA,60332
68,company-68,Power,OilCap,CX,tCO2e,216555,41590,67879,535,121745
68,company-68,Power,OilCap,LK,tCO2e,7743,22602,47835,3405,49706
68,company-68,Power,OilCap,FJ,tCO2e,49819,NA,93541,253650,176696
68,company-68,Steel,Basic Oxygen Furnace,CX,tCO2e,47263,62309,35195,23170,258863
68,company-68,Oil&Gas,Oil,DE,tCO2e,39646,NA,61819,101408,69005
68,company-68,Oil&Gas,Oil,LK,tCO2e,387936,NA,432372,NA,30196
68,company-68,Oil&Gas,Oil,FJ,tCO2e,139313,128538,42555,379502,22650
68,company-68,Oil&Gas,Oil,CX,tCO2e,26304,NA,47758,1731,102134
68,company-68,Oil&Gas,Oil,JO,tCO2e,76309,191144,36943,12187,29280
69,company-69,Power,RenewablesCap,FJ,tCO2e,94845,107891,315258,8107,47046
69,company-69,Power,RenewablesCap,JO,tCO2e,169086,NA,69293,35653,90878
69,company-69,Power,RenewablesCap,CX,tCO2e,38285,327800,20126,189663,NA
69,company-69,Power,RenewablesCap,DE,tCO2e,52406,42788,274785,28130,229997
69,company-69,Power,RenewablesCap,LK,tCO2e,377,27751,297630,4277,105929
69,company-69,Power,RenewablesCap,ZA,tCO2e,161479,283073,21729,143501,39613
69,company-69,Power,RenewablesCap,DE,tCO2e,1103,24023,119527,95350,128205
69,company-69,Power,RenewablesCap,JO,tCO2e,157019,NA,26654,31887,NA
69,company-69,Power,RenewablesCap,FJ,tCO2e,NA,15768,2955,188107,1547
69,company-69,Coal,Coal,ZA,tCO2e,2200,967,NA,168726,60410
69,company-69,Coal,Coal,DE,tCO2e,85605,7539,209149,158629,43595
70,company-70,Power,HydroCap,FJ,tCO2e,NA,99732,16992,14432,331865
70,company-70,Power,HydroCap,CX,tCO2e,NA,296963,NA,15825,78124
70,company-70,Power,HydroCap,DE,tCO2e,101525,52969,107984,86390,NA
70,company-70,Aviation,Freight,JO,tCO2,53825,85418,NA,NA,64384
70,company-70,Aviation,Freight,DE,tCO2,138371,201891,139678,28539,7883
70,company-70,Aviation,Freight,CX,tCO2,36854,NA,1733,134587,11274
70,company-70,Aviation,Freight,LK,tCO2,NA,46770,NA,21309,8538
70,company-70,Aviation,Freight,ZA,tCO2,180537,49272,21109,97887,87756
70,company-70,Cement,Integrated facility,DE,tCO2e,48788,328552,NA,31176,49503
70,company-70,Cement,Integrated facility,FJ,tCO2e,80669,16208,80726,57197,6366
71,company-71,Power,CoalCap,LK,tCO2e,759374,NA,22155,49872,56234
71,company-71,Power,CoalCap,DE,tCO2e,73932,42233,143659,NA,6018
71,company-71,Power,CoalCap,JO,tCO2e,53470,51152,261390,740,37083
71,company-71,Power,CoalCap,CX,tCO2e,16930,NA,NA,39102,147121
71,company-71,Power,CoalCap,ZA,tCO2e,NA,15853,193748,NA,132282
71,company-71,Oil&Gas,Gas,JO,tCO2e,155991,26626,100950,34160,501574
71,company-71,Oil&Gas,Gas,LK,tCO2e,107475,867,81651,108665,NA
71,company-71,Oil&Gas,Gas,CX,tCO2e,44293,43333,37663,191735,154650
71,company-71,Oil&Gas,Gas,DE,tCO2e,NA,NA,70454,81773,224168
71,company-71,Oil&Gas,Gas,ZA,tCO2e,210765,62321,4433,208941,1468
71,company-71,Power,NuclearCap,CX,tCO2e,57791,54735,212631,18301,NA
71,company-71,Power,NuclearCap,LK,tCO2e,73690,322325,88873,295142,20824
71,company-71,Power,NuclearCap,JO,tCO2e,3371,97859,158490,23215,NA
71,company-71,Power,NuclearCap,FJ,tCO2e,839,14875,NA,47786,10384
72,company-72,Coal,Coal,JO,tCO2e,NA,21736,NA,7168,15990
72,company-72,Power,CoalCap,JO,tCO2e,NA,54061,234040,232724,58166
72,company-72,Power,HydroCap,JO,tCO2e,31375,102185,158579,NA,192655
72,company-72,Power,HydroCap,LK,tCO2e,96447,199152,NA,41446,50264
72,company-72,Power,HydroCap,ZA,tCO2e,80813,NA,NA,231531,170875
72,company-72,Power,HydroCap,DE,tCO2e,382351,NA,142837,5637,NA
72,company-72,Power,HydroCap,CX,tCO2e,260135,NA,66376,113106,176088
73,company-73,Automotive,Electric,JO,tCO2,87426,NA,NA,31226,19751
73,company-73,Automotive,Electric,ZA,tCO2,17431,103011,10534,1457,NA
73,company-73,Automotive,Electric,CX,tCO2,376,78371,102046,168045,3789
73,company-73,Automotive,Electric,DE,tCO2,387024,36329,NA,15389,233356
73,company-73,Coal,Coal,FJ,tCO2e,75991,54118,NA,88401,238316
73,company-73,Coal,Coal,CX,tCO2e,314183,129473,302207,NA,52875
73,company-73,Coal,Coal,JO,tCO2e,156278,185189,88892,26569,NA
73,company-73,Coal,Coal,LK,tCO2e,NA,28073,68894,52050,18650
73,company-73,Coal,Coal,DE,tCO2e,75143,165231,107604,NA,135618
73,company-73,Power,OilCap,CX,tCO2e,NA,43527,NA,66764,4068
73,company-73,Power,OilCap,JO,tCO2e,67175,238924,197104,NA,11030
73,company-73,Power,OilCap,FJ,tCO2e,90274,7071,12682,NA,8807
74,company-74,Power,CoalCap,FJ,tCO2e,NA,51941,50586,160701,NA
74,company-74,Power,CoalCap,DE,tCO2e,154664,27837,400588,NA,199186
74,company-74,Power,CoalCap,JO,tCO2e,30764,NA,4286,28381,2830
74,company-74,Steel,Open Hearth Furnace,CX,tCO2e,31861,316418,78640,NA,NA
74,company-74,Steel,Open Hearth Furnace,LK,tCO2e,131924,NA,29531,NA,16900
74,company-74,Steel,Open Hearth Furnace,ZA,tCO2e,65471,NA,78461,151248,63876
74,company-74,Steel,Open Hearth Furnace,FJ,tCO2e,56980,102777,73612,10335,28395
74,company-74,Steel,Open Hearth Furnace,JO,tCO2e,NA,NA,24949,17823,89725
74,company-74,Automotive,Electric,CX,tCO2,178682,NA,121920,21921,42886
74,company-74,Automotive,Electric,FJ,tCO2,28114,164909,238889,18689,3137
74,company-74,Automotive,Electric,DE,tCO2,205792,30172,74791,NA,170399
75,company-75,Aviation,Freight,JO,tCO2,156078,88332,508054,87687,119930
75,company-75,Aviation,Freight,LK,tCO2,18102,125723,40935,91361,NA
75,company-75,Aviation,Freight,CX,tCO2,26858,82737,232578,6841,43043
75,company-75,Power,CoalCap,ZA,tCO2e,61953,124219,93847,15344,73141
75,company-75,Power,NuclearCap,FJ,tCO2e,44042,53829,54059,37304,46870
75,company-75,Power,NuclearCap,CX,tCO2e,45974,5307,50982,178598,88895
76,company-76,Aviation,Freight,DE,tCO2,NA,NA,NA,NA,NA
76,company-76,Power,NuclearCap,CX,tCO2e,12804,26803,91442,115184,2840
76,company-76,Power,NuclearCap,FJ,tCO2e,11392,23531,NA,38994,181657
76,company-76,Automotive,ICE,ZA,tCO2,94901,112135,3397,NA,168230
76,company-76,Automotive,ICE,LK,tCO2,291425,NA,NA,112776,278082
77,company-77,Steel,Electric Arc Furnace,FJ,tCO2e,30597,83336,69908,90643,159526
77,company-77,Steel,Electric Arc Furnace,LK,tCO2e,50387,53244,5120,89072,236130
77,company-77,Shipping,Passenger,JO,tCO2,23856,130044,56123,NA,NA
77,company-77,Shipping,Passenger,FJ,tCO2,NA,36943,24666,53474,NA
77,company-77,Shipping,Passenger,ZA,tCO2,77937,NA,9924,NA,141603
77,company-77,Shipping,Passenger,LK,tCO2,105118,4753,131210,107125,186778
77,company-77,Shipping,Passenger,CX,tCO2,NA,103007,225596,31930,161318
77,company-77,Power,CoalCap,ZA,tCO2e,119517,48988,6809,47261,91815
77,company-77,Power,CoalCap,DE,tCO2e,73477,78730,200203,52129,NA
77,company-77,Power,CoalCap,FJ,tCO2e,274627,NA,112729,158997,152024
77,company-77,Power,CoalCap,LK,tCO2e,33930,NA,52470,38371,142626
77,company-77,Power,CoalCap,CX,tCO2e,62255,157921,8538,54306,22172
78,company-78,Power,HydroCap,DE,tCO2e,NA,98842,18460,49095,62967
78,company-78,Coal,Coal,DE,tCO2e,6560,4571,669679,23064,NA
78,company-78,Coal,Coal,LK,tCO2e,NA,68340,39106,347171,31436
78,company-78,Power,RenewablesCap,JO,tCO2e,36552,38581,13590,10923,160178
79,company-79,Oil&Gas,Gas,LK,tCO2e,NA,537399,227921,101825,17017
79,company-79,Oil&Gas,Gas,FJ,tCO2e,NA,93467,278242,30279,71334
79,company-79,Oil&Gas,Gas,CX,tCO2e,85139,233311,147319,139460,132914
79,company-79,Power,NuclearCap,CX,tCO2e,9181,60412,64057,117935,260665
79,company-79,Power,NuclearCap,FJ,tCO2e,10499,6937,49273,35323,NA
79,company-79,Power,NuclearCap,JO,tCO2e,107441,106512,73048,86978,123820
79,company-79,Power,RenewablesCap,FJ,tCO2e,366029,69764,112188,401318,NA
79,company-79,Power,RenewablesCap,ZA,tCO2e,52825,32689,124355,196714,NA
79,company-79,Power,RenewablesCap,DE,tCO2e,NA,178828,52419,57850,33885
80,company-80,Aviation,Freight,ZA,tCO2,19446,NA,7662,NA,36187
80,company-80,Aviation,Freight,JO,tCO2,55011,NA,74570,NA,NA
80,company-80,Aviation,Freight,FJ,tCO2,18194,45644,4630,14352,NA
80,company-80,Cement,Integrated facility,ZA,tCO2e,9295,31351,120974,47847,284959
80,company-80,Cement,Integrated facility,LK,tCO2e,229941,411135,318503,NA,19896
80,company-80,Cement,Integrated facility,CX,tCO2e,6324,247441,34255,87438,138066
80,company-80,Power,HydroCap,CX,tCO2e,78910,240141,78453,40768,46641
80,company-80,Power,HydroCap,LK,tCO2e,64760,60749,NA,113369,282968
80,company-80,Power,HydroCap,FJ,tCO2e,87443,65268,NA,12359,1262
80,company-80,Power,HydroCap,JO,tCO2e,92740,210143,99411,NA,NA
81,company-81,Coal,Coal,ZA,tCO2e,13944,11939,92232,51323,NA
81,company-81,Coal,Coal,FJ,tCO2e,71205,NA,80468,213513,217332
81,company-81,Coal,Coal,LK,tCO2e,NA,16084,111042,257526,175940
81,company-81,Power,CoalCap,CX,tCO2e,141929,47825,95642,NA,518
81,company-81,Aviation,Passenger,FJ,tCO2,18257,96485,45917,64339,NA
82,company-82,Shipping,Passenger,FJ,tCO2,9834,48280,510143,38783,280130
82,company-82,Shipping,Passenger,DE,tCO2,172223,145797,NA,49352,77159
82,company-82,Shipping,Passenger,LK,tCO2,66320,86826,171797,NA,NA
82,company-82,Shipping,Passenger,JO,tCO2,114196,64414,70974,120421,NA
82,company-82,Shipping,Passenger,CX,tCO2,187122,NA,8635,NA,24975
82,company-82,Power,NuclearCap,ZA,tCO2e,88095,1043,NA,NA,NA
82,company-82,Power,NuclearCap,DE,tCO2e,59044,65448,NA,112080,71141
82,company-82,Power,NuclearCap,CX,tCO2e,313250,122616,78597,5713,38084
82,company-82,Aviation,Freight,JO,tCO2,3530,NA,68434,NA,12430
82,company-82,Aviation,Freight,FJ,tCO2,11244,76939,NA,60172,NA
83,company-83,Cement,Integrated facility,JO,tCO2e,52877,398447,NA,3248,NA
83,company-83,Cement,Integrated facility,LK,tCO2e,18919,NA,42728,27011,54268
83,company-83,Cement,Integrated facility,CX,tCO2e,191,82889,96234,191731,18262
83,company-83,Cement,Integrated facility,ZA,tCO2e,NA,10083,25324,NA,110232
83,company-83,Aviation,Freight,FJ,tCO2,283922,12370,17183,112892,74713
83,company-83,Power,NuclearCap,DE,tCO2e,40687,304100,8064,379936,43382
83,company-83,Power,NuclearCap,CX,tCO2e,33948,112083,10115,31148,33762
83,company-83,Power,NuclearCap,ZA,tCO2e,300100,291826,NA,73014,400648
84,company-84,Automotive,Hybrid,JO,tCO2,33664,6677,74815,152896,513837
84,company-84,Automotive,Hybrid,LK,tCO2,87511,8945,58950,18271,115804
84,company-84,Automotive,Hybrid,DE,tCO2,151573,NA,23487,NA,NA
84,company-84,Steel,Open Hearth Furnace,LK,tCO2e,81212,61160,108399,148579,9921
84,company-84,Steel,Open Hearth Furnace,CX,tCO2e,NA,NA,NA,18709,7987
84,company-84,Steel,Open Hearth Furnace,FJ,tCO2e,22181,10617,NA,249622,101875
84,company-84,Steel,Open Hearth Furnace,JO,tCO2e,35307,NA,NA,40379,NA
84,company-84,Steel,Open Hearth Furnace,ZA,tCO2e,NA,NA,NA,236471,70313
84,company-84,Power,HydroCap,CX,tCO2e,16795,18785,194997,83648,114489
84,company-84,Power,HydroCap,ZA,tCO2e,266985,145711,10333,62353,107479
84,company-84,Power,HydroCap,DE,tCO2e,74649,43165,30955,56312,125140
84,company-84,Power,HydroCap,JO,tCO2e,400402,204157,13749,190716,113924
85,company-85,Automotive,ICE,CX,tCO2,NA,394961,NA,262075,NA
85,company-85,Automotive,ICE,DE,tCO2,181670,229800,126786,82247,30977
85,company-85,Automotive,ICE,FJ,tCO2,65633,88521,171621,80880,61054
85,company-85,Oil&Gas,Oil,JO,tCO2e,NA,29029,175283,13165,170482
85,company-85,Oil&Gas,Oil,LK,tCO2e,NA,NA,NA,NA,NA
85,company-85,Oil&Gas,Oil,FJ,tCO2e,14879,31020,27124,NA,1440
85,company-85,Oil&Gas,Oil,ZA,tCO2e,NA,75315,NA,71913,20252
85,company-85,Power,OilCap,FJ,tCO2e,75278,46980,14822,194311,27905
85,company-85,Power,OilCap,CX,tCO2e,111492,23882,37782,31101,NA
85,company-85,Power,OilCap,DE,tCO2e,51277,106941,95644,142641,69240
85,company-85,Power,OilCap,ZA,tCO2e,NA,NA,114503,NA,87269
85,company-85,Power,OilCap,LK,tCO2e,NA,51612,12305,27772,31317
86,company-86,Cement,Integrated facility,ZA,tCO2e,NA,NA,22466,27502,46939
86,company-86,Cement,Integrated facility,CX,tCO2e,3582,NA,16925,14914,NA
86,company-86,Coal,Coal,DE,tCO2e,3432,110282,64127,NA,63248
86,company-86,Coal,Coal,CX,tCO2e,18666,NA,47165,175856,19891
86,company-86,Coal,Coal,JO,tCO2e,135482,50766,91749,NA,345810
86,company-86,Coal,Coal,LK,tCO2e,39438,49058,45220,4698,45360
86,company-86,Coal,Coal,FJ,tCO2e,75063,72711,60606,59979,23231
86,company-86,Aviation,Passenger,JO,tCO2,NA,99151,291363,19706,NA
86,company-86,Aviation,Passenger,FJ,tCO2,NA,225726,40159,294192,167989
87,company-87,Power,RenewablesCap,FJ,tCO2e,258889,43392,24951,195323,138497
87,company-87,Power,RenewablesCap,JO,tCO2e,246273,30106,205756,NA,17868
87,company-87,Power,RenewablesCap,LK,tCO2e,127992,27425,NA,51805,94154
87,company-87,Power,RenewablesCap,ZA,tCO2e,12291,27722,38721,44029,NA
87,company-87,Steel,Electric Arc Furnace,FJ,tCO2e,74109,NA,4011,325,216965
87,company-87,Steel,Electric Arc Furnace,CX,tCO2e,35079,2012,12686,14021,186192
87,company-87,Power,GasCap,DE,tCO2e,140167,77952,44998,NA,54117
87,company-87,Power,GasCap,JO,tCO2e,92018,115558,42827,92580,317902
88,company-88,Automotive,ICE,DE,tCO2,145173,51776,253438,4054,57704
88,company-88,Automotive,ICE,CX,tCO2,25421,179090,121591,20840,76998
88,company-88,Automotive,ICE,JO,tCO2,141687,NA,NA,44128,19499
88,company-88,Automotive,ICE,FJ,tCO2,131415,288050,114164,248140,12330
88,company-88,Steel,Electric Arc Furnace,LK,tCO2e,124945,NA,130792,52557,NA
88,company-88,Steel,Electric Arc Furnace,JO,tCO2e,NA,34894,54841,1034,146595
88,company-88,Steel,Electric Arc Furnace,CX,tCO2e,7479,106477,27354,152452,21587
88,company-88,Steel,Electric Arc Furnace,DE,tCO2e,85578,72881,96848,9010,89598
88,company-88,Steel,Electric Arc Furnace,ZA,tCO2e,8715,98075,73649,83603,19215
88,company-88,Power,HydroCap,JO,tCO2e,7615,87139,79202,184666,273292
88,company-88,Power,HydroCap,FJ,tCO2e,81432,93609,35083,23092,NA
88,company-88,Power,HydroCap,CX,tCO2e,35710,20087,68071,2301,96067
89,company-89,Coal,Coal,ZA,tCO2e,NA,NA,NA,143114,15345
89,company-89,Coal,Coal,FJ,tCO2e,168822,NA,101941,NA,42560
89,company-89,Coal,Coal,JO,tCO2e,NA,83659,75726,74685,1824
89,company-89,Coal,Coal,LK,tCO2e,NA,2473,42605,27098,NA
89,company-89,Coal,Coal,CX,tCO2e,NA,194592,NA,113126,246472
89,company-89,Aviation,Freight,ZA,tCO2,111521,142897,NA,113460,207820
89,company-89,Aviation,Freight,CX,tCO2,NA,190329,23925,299243,28970
89,company-89,Aviation,Freight,DE,tCO2,NA,NA,186378,43899,133558
89,company-89,Cement,Integrated facility,DE,tCO2e,88801,104332,NA,138363,32348
89,company-89,Cement,Integrated facility,ZA,tCO2e,83327,74294,138758,NA,NA
89,company-89,Cement,Integrated facility,FJ,tCO2e,34284,NA,77535,164000,2941
90,company-90,Automotive,ICE,CX,tCO2,94469,138466,30578,73820,41953
90,company-90,Automotive,ICE,JO,tCO2,100693,120297,NA,68966,6361
90,company-90,Automotive,ICE,ZA,tCO2,NA,41397,221838,NA,NA
90,company-90,Automotive,Electric,DE,tCO2,13782,158192,60174,5133,NA
90,company-90,Automotive,Electric,FJ,tCO2,NA,95242,1111,145753,369270
90,company-90,Automotive,Electric,ZA,tCO2,27387,21082,119,289394,370337
90,company-90,Automotive,Electric,CX,tCO2,69475,34066,80811,NA,8897
90,company-90,Shipping,Passenger,DE,tCO2,94520,16205,234306,NA,269700
90,company-90,Shipping,Passenger,LK,tCO2,NA,44648,NA,207905,34972
91,company-91,Power,RenewablesCap,DE,tCO2e,101831,44194,2332,190345,222705
91,company-91,Power,RenewablesCap,JO,tCO2e,69743,128896,10983,76040,42052
91,company-91,Power,RenewablesCap,LK,tCO2e,108210,100534,34867,161996,24634
91,company-91,Aviation,Freight,CX,tCO2,5509,82130,260021,NA,NA
91,company-91,Aviation,Freight,DE,tCO2,7061,9885,NA,20368,NA
91,company-91,Shipping,Passenger,DE,tCO2,279082,175706,108978,133501,90223
91,company-91,Shipping,Passenger,FJ,tCO2,17442,17718,81551,78499,5573
92,company-92,Shipping,Passenger,CX,tCO2,85518,33576,62707,204599,12578
92,company-92,Shipping,Passenger,ZA,tCO2,129409,193452,NA,NA,21954
92,company-92,Steel,Open Hearth Furnace,JO,tCO2e,49124,80246,NA,133018,NA
92,company-92,Steel,Open Hearth Furnace,ZA,tCO2e,90811,75610,16752,115701,13597
92,company-92,Steel,Open Hearth Furnace,CX,tCO2e,110724,116278,NA,636,84621
92,company-92,Power,NuclearCap,DE,tCO2e,153585,NA,91904,90493,4657
92,company-92,Power,NuclearCap,ZA,tCO2e,81016,51689,128433,94952,75029
93,company-93,Automotive,ICE,LK,tCO2,100226,108327,NA,NA,179494
93,company-93,Automotive,ICE,CX,tCO2,NA,43497,35335,NA,12541
93,company-93,Automotive,ICE,JO,tCO2,10624,112405,NA,6135,87345
93,company-93,Automotive,FuelCell,DE,tCO2,250,74453,29013,19406,69391
93,company-93,Automotive,FuelCell,JO,tCO2,132571,27292,19041,137444,147377
93,company-93,Automotive,FuelCell,LK,tCO2,34917,40997,51731,NA,41868
93,company-93,Automotive,FuelCell,ZA,tCO2,16114,66542,14517,NA,233975
93,company-93,Shipping,Passenger,LK,tCO2,7375,122854,106547,4130,65740
93,company-93,Shipping,Passenger,FJ,tCO2,NA,68153,441784,143990,20102
93,company-93,Shipping,Passenger,JO,tCO2,323258,42467,35984,NA,NA
93,company-93,Shipping,Passenger,ZA,tCO2,61035,1109,279854,140786,120083
94,company-94,Power,OilCap,DE,tCO2e,3421,43284,NA,262503,83345
94,company-94,Power,RenewablesCap,DE,tCO2e,54594,NA,8768,81357,204227
94,company-94,Power,HydroCap,FJ,tCO2e,36974,9858,NA,41058,160014
94,company-94,Power,HydroCap,ZA,tCO2e,18504,125556,128304,270710,37872
94,company-94,Power,HydroCap,CX,tCO2e,88329,114108,167833,57678,16387
94,company-94,Power,HydroCap,DE,tCO2e,147150,145177,35704,181608,97023
94,company-94,Power,HydroCap,LK,tCO2e,64076,23395,87294,NA,255985
95,company-95,Power,CoalCap,DE,tCO2e,43968,NA,67311,4758,131846
95,company-95,Power,CoalCap,CX,tCO2e,11267,53482,172476,NA,56278
95,company-95,Power,CoalCap,LK,tCO2e,6025,35098,155230,118630,9943
95,company-95,Power,CoalCap,ZA,tCO2e,155005,58725,38784,23683,24720
95,company-95,Power,CoalCap,FJ,tCO2e,102599,128244,NA,87297,NA
95,company-95,Automotive,FuelCell,CX,tCO2,NA,8821,155930,327465,12517
95,company-95,Automotive,FuelCell,FJ,tCO2,132114,13604,38682,NA,102456
95,company-95,Power,GasCap,DE,tCO2e,39793,170946,132862,25707,NA
95,company-95,Power,GasCap,FJ,tCO2e,62551,294670,65437,67006,75368
96,company-96,Power,HydroCap,CX,tCO2e,118256,127529,79741,49036,NA
96,company-96,Power,HydroCap,JO,tCO2e,107935,9525,204720,65674,163729
96,company-96,Power,HydroCap,FJ,tCO2e,41288,71583,104995,191416,6926
96,company-96,Power,HydroCap,DE,tCO2e,NA,101124,NA,92514,32117
96,company-96,Automotive,FuelCell,LK,tCO2,214414,63951,84219,60959,19182
96,company-96,Automotive,FuelCell,FJ,tCO2,52561,NA,595434,63992,NA
96,company-96,Automotive,FuelCell,ZA,tCO2,165198,47149,230333,77709,NA
96,company-96,Power,GasCap,LK,tCO2e,NA,59842,97954,286157,24939
96,company-96,Power,GasCap,FJ,tCO2e,90240,97157,490954,41362,88910
97,company-97,Steel,Basic Oxygen Furnace,JO,tCO2e,117187,120947,100671,NA,NA
97,company-97,Steel,Basic Oxygen Furnace,LK,tCO2e,20644,27220,291302,82084,143421
97,company-97,Steel,Basic Oxygen Furnace,ZA,tCO2e,53550,98058,11294,52561,NA
97,company-97,Steel,Basic Oxygen Furnace,DE,tCO2e,7147,112013,105408,216596,28957
97,company-97,Steel,Basic Oxygen Furnace,FJ,tCO2e,59712,16036,52226,179033,171020
97,company-97,Power,GasCap,DE,tCO2e,247425,23765,42239,NA,5573
97,company-97,Power,GasCap,CX,tCO2e,47461,236403,48628,103269,57293
97,company-97,Power,GasCap,ZA,tCO2e,303024,313,961221,63468,NA
97,company-97,Power,GasCap,JO,tCO2e,296257,137138,22881,58021,32688
97,company-97,Power,RenewablesCap,ZA,tCO2e,83433,19055,NA,NA,3393
98,company-98,Coal,Coal,CX,tCO2e,54072,133729,NA,NA,450011
98,company-98,Coal,Coal,ZA,tCO2e,344033,140774,58178,170533,3760
98,company-98,Coal,Coal,JO,tCO2e,NA,170430,243851,93686,14724
98,company-98,Power,CoalCap,ZA,tCO2e,60266,28391,68784,62592,9148
98,company-98,Power,CoalCap,JO,tCO2e,NA,77935,NA,24976,4682
98,company-98,Power,CoalCap,CX,tCO2e,198477,39983,1341,141242,35801
98,company-98,Power,CoalCap,LK,tCO2e,104136,15889,115379,121717,72016
98,company-98,Automotive,ICE,DE,tCO2,139245,45469,178292,34850,NA
99,company-99,Power,HydroCap,LK,tCO2e,16955,233333,242487,68870,NA
99,company-99,Power,HydroCap,ZA,tCO2e,230807,80622,2954,11625,137296
99,company-99,Power,HydroCap,FJ,tCO2e,NA,290367,34017,2973,5531
99,company-99,Power,HydroCap,CX,tCO2e,467246,59656,31324,NA,59350
99,company-99,Power,HydroCap,DE,tCO2e,108631,14776,76284,133821,130486
99,company-99,Power,HydroCap,JO,tCO2e,NA,30913,3535,112574,28184
99,company-99,Aviation,Passenger,FJ,tCO2,83436,18144,16684,28707,317776
99,company-99,Aviation,Passenger,DE,tCO2,105955,7493,NA,295582,414518
99,company-99,Aviation,Passenger,CX,tCO2,43863,49816,NA,81733,NA
99,company-99,Aviation,Passenger,JO,tCO2,58897,60945,NA,164629,271919
100,company-100,Automotive,ICE,JO,tCO2,72784,11465,28647,248136,11544
100,company-100,Automotive,ICE,ZA,tCO2,5391,NA,110009,176887,17323
100,company-100,Oil&Gas,Gas,ZA,tCO2e,18902,111864,30006,NA,1834
100,company-100,Power,GasCap,ZA,tCO2e,3692,6490,45636,172029,59440
100,company-100,Power,GasCap,LK,tCO2e,233097,216270,5706,NA,NA
1,company-1,Power,OilCap,CX,tCO2e,NA,37857,278500,NA,64651
1,company-1,Power,OilCap,FJ,tCO2e,4786,423023,80694,118174,NA
1,company-1,Power,OilCap,DE,tCO2e,14064,49313,NA,179530,NA
1,company-1,Power,OilCap,LK,tCO2e,37276,12766,23999,54844,111905
1,company-1,Power,RenewablesCap,FJ,tCO2e,327801,NA,97939,2792,160343
1,company-1,Power,RenewablesCap,LK,tCO2e,21172,19888,35176,102562,127282
1,company-1,Power,RenewablesCap,CX,tCO2e,351750,NA,40231,83011,29634
1,company-1,Power,RenewablesCap,JO,tCO2e,NA,56677,40379,35591,NA
1,company-1,Power,RenewablesCap,ZA,tCO2e,34258,4534,101017,115836,50850
2,company-2,Power,NuclearCap,LK,tCO2e,72825,54220,NA,134681,42037
2,company-2,Power,NuclearCap,ZA,tCO2e,80821,72865,61988,61331,93177
2,company-2,Power,NuclearCap,FJ,tCO2e,64949,14687,71308,20809,NA
2,company-2,Power,NuclearCap,JO,tCO2e,34454,42989,NA,NA,NA
3,company-3,Power,GasCap,ZA,tCO2e,NA,19368,533127,70998,23028
3,company-3,Power,GasCap,JO,tCO2e,7964,NA,NA,4839,NA
3,company-3,Power,GasCap,DE,tCO2e,42529,72012,64346,254628,189839
4,company-4,Power,HydroCap,JO,tCO2e,NA,24327,NA,NA,75914
4,company-4,Power,HydroCap,DE,tCO2e,57043,62897,NA,120008,66583
4,company-4,Power,HydroCap,LK,tCO2e,225762,47814,51160,85513,66061
4,company-4,Power,HydroCap,CX,tCO2e,64396,255301,40740,161039,36294
4,company-4,Power,HydroCap,ZA,tCO2e,NA,12290,NA,148357,NA
5,company-5,Power,GasCap,FJ,tCO2e,NA,NA,213382,80610,95344
5,company-5,Power,GasCap,LK,tCO2e,2377,NA,55988,17457,135567
5,company-5,Power,GasCap,ZA,tCO2e,NA,69331,63141,36089,NA
5,company-5,Power,GasCap,CX,tCO2e,7114,NA,112154,382337,20766
5,company-5,Power,GasCap,JO,tCO2e,63558,14636,44542,313746,4192
5,company-5,Power,CoalCap,JO,tCO2e,209887,165275,NA,222873,NA
5,company-5,Power,CoalCap,ZA,tCO2e,NA,168322,187010,NA,307457
5,company-5,Power,CoalCap,CX,tCO2e,NA,93611,93385,178267,NA
5,company-5,Power,CoalCap,DE,tCO2e,36006,31901,NA,NA,165853
